cod;nome;ano;valor;;
33;RJ;2014;41;;
29;BA;2014;41;;
16;AP;2014;2;;
13;AM;2014;9;;
27;AL;2014;2;;
12;AC;2014;3;;
17;TO;2014;5;;
35;SP;2014;171;;
28;SE;2014;6;;
42;SC;2014;39;;
43;RS;2014;140;;
14;RR;2014;1;;
11;RO;2014;9;;
24;RN;2014;14;;
33;RJ;2014;41;;
41;PR;2014;63;;
22;PI;2014;17;;
26;PE;2014;15;;
25;PB;2014;10;;
15;PA;2014;22;;
51;MT;2014;26;;
50;MS;2014;20;;
31;MG;2014;92;;
21;MA;2014;33;;
52;GO;2014;35;;
32;ES;2014;10;;
53;DF;2014;12;;
23;CE;2014;36;;
17;TO;2014;5;;
35;SP;2014;171;;
28;SE;2014;6;;
42;SC;2014;39;;
43;RS;2014;140;;
14;RR;2014;1;;
11;RO;2014;9;;
24;RN;2014;14;;
41;PR;2014;63;;
22;PI;2014;17;;
26;PE;2014;15;;
25;PB;2014;10;;
15;PA;2014;22;;
51;MT;2014;26;;
50;MS;2014;20;;
31;MG;2014;92;;
21;MA;2014;33;;
52;GO;2014;35;;
32;ES;2014;10;;
53;DF;2014;12;;
23;CE;2014;36;;
29;BA;2014;41;;
16;AP;2014;2;;
13;AM;2014;9;;
27;AL;2014;2;;
12;AC;2014;3;;
26;PE;2015;11;;
22;PI;2015;19;;
41;PR;2015;72;;
33;RJ;2015;22;;
24;RN;2015;9;;
11;RO;2015;9;;
14;RR;2015;1;;
43;RS;2015;151;;
42;SC;2015;42;;
28;SE;2015;6;;
35;SP;2015;153;;
17;TO;2015;8;;
27;AL;2015;3;;
13;AM;2015;8;;
16;AP;2015;2;;
29;BA;2015;38;;
23;CE;2015;21;;
12;AC;2015;2;;
27;AL;2015;3;;
13;AM;2015;8;;
16;AP;2015;2;;
29;BA;2015;38;;
23;CE;2015;21;;
53;DF;2015;11;;
32;ES;2015;8;;
52;GO;2015;34;;
21;MA;2015;39;;
12;AC;2015;2;;
31;MG;2015;79;;
50;MS;2015;19;;
51;MT;2015;20;;
15;PA;2015;26;;
25;PB;2015;5;;
26;PE;2015;11;;
22;PI;2015;19;;
41;PR;2015;72;;
33;RJ;2015;22;;
24;RN;2015;9;;
11;RO;2015;9;;
14;RR;2015;1;;
43;RS;2015;151;;
42;SC;2015;42;;
28;SE;2015;6;;
35;SP;2015;153;;
17;TO;2015;8;;
53;DF;2015;11;;
32;ES;2015;8;;
52;GO;2015;34;;
21;MA;2015;39;;
31;MG;2015;79;;
50;MS;2015;19;;
