cod;nome;ano;valor;;;;;;;;;;
12;AC;1999;51;;;;;;;;;;
35;SP;1998;13986;;;;;;;;;;
33;RJ;1998;7573;;;;;;;;;;
26;PE;1998;4423;;;;;;;;;;
32;ES;1998;1675;;;;;;;;;;
41;PR;1998;1625;;;;;;;;;;
43;RS;1998;1524;;;;;;;;;;
31;MG;1998;1511;;;;;;;;;;
29;BA;1998;1271;;;;;;;;;;
23;CE;1998;946;;;;;;;;;;
51;MT;1998;832;;;;;;;;;;
15;PA;1998;774;;;;;;;;;;
52;GO;1998;704;;;;;;;;;;
50;MS;1998;670;;;;;;;;;;
53;DF;1998;633;;;;;;;;;;
27;AL;1998;582;;;;;;;;;;
13;AM;1998;534;;;;;;;;;;
11;RO;1998;494;;;;;;;;;;
25;PB;1998;455;;;;;;;;;;
42;SC;1998;414;;;;;;;;;;
21;MA;1998;278;;;;;;;;;;
24;RN;1998;222;;;;;;;;;;
28;SE;1998;175;;;;;;;;;;
16;AP;1998;160;;;;;;;;;;
22;PI;1998;140;;;;;;;;;;
14;RR;1998;134;;;;;;;;;;
17;TO;1998;129;;;;;;;;;;
12;AC;1998;110;;;;;;;;;;
35;SP;1997;12537;;;;;;;;;;
33;RJ;1997;7954;;;;;;;;;;
26;PE;1997;3713;;;;;;;;;;
29;BA;1997;1981;;;;;;;;;;
43;RS;1997;1648;;;;;;;;;;
41;PR;1997;1581;;;;;;;;;;
32;ES;1997;1416;;;;;;;;;;
31;MG;1997;1347;;;;;;;;;;
23;CE;1997;1026;;;;;;;;;;
51;MT;1997;766;;;;;;;;;;
15;PA;1997;754;;;;;;;;;;
52;GO;1997;744;;;;;;;;;;
50;MS;1997;729;;;;;;;;;;
27;AL;1997;642;;;;;;;;;;
53;DF;1997;613;;;;;;;;;;
25;PB;1997;492;;;;;;;;;;
13;AM;1997;468;;;;;;;;;;
42;SC;1997;423;;;;;;;;;;
11;RO;1997;355;;;;;;;;;;
21;MA;1997;333;;;;;;;;;;
24;RN;1997;235;;;;;;;;;;
28;SE;1997;190;;;;;;;;;;
22;PI;1997;142;;;;;;;;;;
16;AP;1997;140;;;;;;;;;;
17;TO;1997;112;;;;;;;;;;
12;AC;1997;100;;;;;;;;;;
14;RR;1997;90;;;;;;;;;;
35;SP;1996;12320;;;;;;;;;;
33;RJ;1996;8034;;;;;;;;;;
26;PE;1996;3022;;;;;;;;;;
29;BA;1996;1883;;;;;;;;;;
43;RS;1996;1482;;;;;;;;;;
41;PR;1996;1379;;;;;;;;;;
31;MG;1996;1261;;;;;;;;;;
32;ES;1996;1191;;;;;;;;;;
23;CE;1996;885;;;;;;;;;;
52;GO;1996;782;;;;;;;;;;
27;AL;1996;741;;;;;;;;;;
50;MS;1996;722;;;;;;;;;;
15;PA;1996;700;;;;;;;;;;
51;MT;1996;660;;;;;;;;;;
25;PB;1996;636;;;;;;;;;;
53;DF;1996;615;;;;;;;;;;
13;AM;1996;450;;;;;;;;;;
42;SC;1996;412;;;;;;;;;;
21;MA;1996;363;;;;;;;;;;
11;RO;1996;301;;;;;;;;;;
24;RN;1996;241;;;;;;;;;;
28;SE;1996;238;;;;;;;;;;
16;AP;1996;157;;;;;;;;;;
17;TO;1996;126;;;;;;;;;;
22;PI;1996;117;;;;;;;;;;
14;RR;1996;107;;;;;;;;;;
12;AC;1996;104;;;;;;;;;;
35;SP;1995;11555;;;;;;;;;;
33;RJ;1995;8218;;;;;;;;;;
26;PE;1995;2706;;;;;;;;;;
29;BA;1995;1536;;;;;;;;;;
43;RS;1995;1439;;;;;;;;;;
41;PR;1995;1387;;;;;;;;;;
31;MG;1995;1214;;;;;;;;;;
32;ES;1995;1154;;;;;;;;;;
23;CE;1995;845;;;;;;;;;;
52;GO;1995;784;;;;;;;;;;
27;AL;1995;742;;;;;;;;;;
15;PA;1995;700;;;;;;;;;;
50;MS;1995;636;;;;;;;;;;
53;DF;1995;629;;;;;;;;;;
51;MT;1995;583;;;;;;;;;;
25;PB;1995;457;;;;;;;;;;
13;AM;1995;425;;;;;;;;;;
42;SC;1995;420;;;;;;;;;;
21;MA;1995;385;;;;;;;;;;
11;RO;1995;330;;;;;;;;;;
28;SE;1995;255;;;;;;;;;;
24;RN;1995;247;;;;;;;;;;
16;AP;1995;124;;;;;;;;;;
22;PI;1995;114;;;;;;;;;;
12;AC;1995;103;;;;;;;;;;
14;RR;1995;87;;;;;;;;;;
17;TO;1995;77;;;;;;;;;;
35;SP;1994;9981;;;;;;;;;;
33;RJ;1994;6420;;;;;;;;;;
26;PE;1994;2593;;;;;;;;;;
29;BA;1994;1739;;;;;;;;;;
43;RS;1994;1334;;;;;;;;;;
41;PR;1994;1260;;;;;;;;;;
32;ES;1994;1166;;;;;;;;;;
31;MG;1994;1118;;;;;;;;;;
52;GO;1994;774;;;;;;;;;;
15;PA;1994;716;;;;;;;;;;
23;CE;1994;636;;;;;;;;;;
27;AL;1994;615;;;;;;;;;;
53;DF;1994;556;;;;;;;;;;
50;MS;1994;522;;;;;;;;;;
11;RO;1994;399;;;;;;;;;;
13;AM;1994;387;;;;;;;;;;
25;PB;1994;385;;;;;;;;;;
42;SC;1994;346;;;;;;;;;;
28;SE;1994;344;;;;;;;;;;
51;MT;1994;316;;;;;;;;;;
21;MA;1994;314;;;;;;;;;;
24;RN;1994;211;;;;;;;;;;
16;AP;1994;125;;;;;;;;;;
17;TO;1994;109;;;;;;;;;;
22;PI;1994;99;;;;;;;;;;
12;AC;1994;88;;;;;;;;;;
14;RR;1994;78;;;;;;;;;;
35;SP;1993;9224;;;;;;;;;;
33;RJ;1993;5367;;;;;;;;;;
26;PE;1993;2763;;;;;;;;;;
29;BA;1993;1503;;;;;;;;;;
41;PR;1993;1237;;;;;;;;;;
31;MG;1993;1211;;;;;;;;;;
43;RS;1993;1177;;;;;;;;;;
32;ES;1993;1098;;;;;;;;;;
52;GO;1993;734;;;;;;;;;;
23;CE;1993;702;;;;;;;;;;
15;PA;1993;623;;;;;;;;;;
27;AL;1993;619;;;;;;;;;;
53;DF;1993;553;;;;;;;;;;
11;RO;1993;498;;;;;;;;;;
50;MS;1993;457;;;;;;;;;;
21;MA;1993;394;;;;;;;;;;
42;SC;1993;371;;;;;;;;;;
25;PB;1993;365;;;;;;;;;;
51;MT;1993;356;;;;;;;;;;
13;AM;1993;350;;;;;;;;;;
28;SE;1993;312;;;;;;;;;;
24;RN;1993;243;;;;;;;;;;
22;PI;1993;117;;;;;;;;;;
12;AC;1993;116;;;;;;;;;;
17;TO;1993;93;;;;;;;;;;
14;RR;1993;69;;;;;;;;;;
16;AP;1993;66;;;;;;;;;;
35;SP;1992;9116;;;;;;;;;;
33;RJ;1992;4536;;;;;;;;;;
26;PE;1992;2531;;;;;;;;;;
43;RS;1992;1570;;;;;;;;;;
31;MG;1992;1131;;;;;;;;;;
41;PR;1992;1092;;;;;;;;;;
29;BA;1992;840;;;;;;;;;;
32;ES;1992;839;;;;;;;;;;
52;GO;1992;828;;;;;;;;;;
15;PA;1992;759;;;;;;;;;;
27;AL;1992;591;;;;;;;;;;
23;CE;1992;537;;;;;;;;;;
28;SE;1992;461;;;;;;;;;;
21;MA;1992;427;;;;;;;;;;
53;DF;1992;424;;;;;;;;;;
50;MS;1992;423;;;;;;;;;;
11;RO;1992;395;;;;;;;;;;
42;SC;1992;361;;;;;;;;;;
25;PB;1992;355;;;;;;;;;;
51;MT;1992;355;;;;;;;;;;
13;AM;1992;351;;;;;;;;;;
24;RN;1992;199;;;;;;;;;;
12;AC;1992;107;;;;;;;;;;
14;RR;1992;95;;;;;;;;;;
22;PI;1992;92;;;;;;;;;;
16;AP;1992;73;;;;;;;;;;
17;TO;1992;67;;;;;;;;;;
35;SP;1991;9685;;;;;;;;;;
33;RJ;1991;5055;;;;;;;;;;
26;PE;1991;2944;;;;;;;;;;
43;RS;1991;1694;;;;;;;;;;
31;MG;1991;1232;;;;;;;;;;
41;PR;1991;1225;;;;;;;;;;
32;ES;1991;968;;;;;;;;;;
52;GO;1991;852;;;;;;;;;;
15;PA;1991;810;;;;;;;;;;
27;AL;1991;665;;;;;;;;;;
23;CE;1991;607;;;;;;;;;;
29;BA;1991;596;;;;;;;;;;
11;RO;1991;491;;;;;;;;;;
53;DF;1991;489;;;;;;;;;;
21;MA;1991;470;;;;;;;;;;
51;MT;1991;452;;;;;;;;;;
13;AM;1991;403;;;;;;;;;;
25;PB;1991;401;;;;;;;;;;
50;MS;1991;388;;;;;;;;;;
42;SC;1991;355;;;;;;;;;;
28;SE;1991;317;;;;;;;;;;
24;RN;1991;219;;;;;;;;;;
12;AC;1991;106;;;;;;;;;;
22;PI;1991;103;;;;;;;;;;
17;TO;1991;92;;;;;;;;;;
14;RR;1991;79;;;;;;;;;;
16;AP;1991;54;;;;;;;;;;
35;SP;1990;9503;;;;;;;;;;
33;RJ;1990;7101;;;;;;;;;;
26;PE;1990;2742;;;;;;;;;;
43;RS;1990;1704;;;;;;;;;;
31;MG;1990;1178;;;;;;;;;;
41;PR;1990;1167;;;;;;;;;;
32;ES;1990;881;;;;;;;;;;
29;BA;1990;867;;;;;;;;;;
15;PA;1990;748;;;;;;;;;;
27;AL;1990;719;;;;;;;;;;
52;GO;1990;681;;;;;;;;;;
11;RO;1990;555;;;;;;;;;;
23;CE;1990;555;;;;;;;;;;
53;DF;1990;463;;;;;;;;;;
21;MA;1990;442;;;;;;;;;;
25;PB;1990;440;;;;;;;;;;
51;MT;1990;415;;;;;;;;;;
42;SC;1990;388;;;;;;;;;;
13;AM;1990;367;;;;;;;;;;
50;MS;1990;348;;;;;;;;;;
24;RN;1990;200;;;;;;;;;;
28;SE;1990;151;;;;;;;;;;
14;RR;1990;127;;;;;;;;;;
22;PI;1990;109;;;;;;;;;;
12;AC;1990;64;;;;;;;;;;
17;TO;1990;54;;;;;;;;;;
16;AP;1990;46;;;;;;;;;;
35;SP;1989;9179;;;;;;;;;;
33;RJ;1989;4290;;;;;;;;;;
26;PE;1989;2553;;;;;;;;;;
43;RS;1989;1561;;;;;;;;;;
31;MG;1989;1216;;;;;;;;;;
41;PR;1989;1112;;;;;;;;;;
29;BA;1989;1086;;;;;;;;;;
32;ES;1989;845;;;;;;;;;;
52;GO;1989;810;;;;;;;;;;
27;AL;1989;805;;;;;;;;;;
15;PA;1989;666;;;;;;;;;;
23;CE;1989;607;;;;;;;;;;
11;RO;1989;490;;;;;;;;;;
51;MT;1989;471;;;;;;;;;;
25;PB;1989;461;;;;;;;;;;
21;MA;1989;411;;;;;;;;;;
50;MS;1989;371;;;;;;;;;;
42;SC;1989;354;;;;;;;;;;
53;DF;1989;331;;;;;;;;;;
13;AM;1989;321;;;;;;;;;;
24;RN;1989;236;;;;;;;;;;
22;PI;1989;142;;;;;;;;;;
28;SE;1989;139;;;;;;;;;;
14;RR;1989;113;;;;;;;;;;
12;AC;1989;95;;;;;;;;;;
17;TO;1989;63;;;;;;;;;;
16;AP;1989;39;;;;;;;;;;
