cod;nome;ano;valor
13;AM;2019;0.241
12;AC;2019;1.134
11;RO;2019;0.619
24;RN;2019;0.34
12;AC;2019;1.13
43;RS;2019;1.27
14;RR;2019;0.16
26;PE;2019;0.2
33;RJ;2019;0.23
13;AM;2019;0.24
15;PA;2019;0.24
32;ES;2019;0.24
25;PB;2019;0.27
29;BA;2019;0.3
23;CE;2019;0.31
35;SP;2019;0.32
50;MS;2019;0.97
53;DF;2019;0.79
51;MT;2019;0.77
42;SC;2019;0.68
22;PI;2019;0.64
11;RO;2019;0.61
52;GO;2019;0.58
31;MG;2019;0.52
21;MA;2019;0.49
28;SE;2019;0.34
14;RR;2020;0
16;AP;2020;0
26;PE;2020;0.18
15;PA;2020;0.19
27;AL;2020;0.2
25;PB;2020;0.27
33;RJ;2020;0.28
28;SE;2020;0.3
35;SP;2020;0.31
23;CE;2020;0.32
24;RN;2020;0.36
29;BA;2020;0.36
31;MG;2020;0.36
13;AM;2020;0.38
21;MA;2020;0.39
53;DF;2020;0.39
22;PI;2020;0.45
52;GO;2020;0.49
41;PR;2020;0.71
12;AC;2020;0.67
11;RO;2020;0.55
50;MS;2020;0.64
32;ES;2020;0.56
51;MT;2020;0.93
43;RS;2020;1.6
42;SC;2020;0.91
17;TO;2020;0.81
32;ES;2021;0.34
12;AC;2021;0.77
13;AM;2021;0.18
14;RR;2021;0.3
15;PA;2021;0.38
16;AP;2021;0.22
17;TO;2021;0.62
25;PB;2021;0.29
26;PE;2021;0.28
27;AL;2021;0.26
28;SE;2021;0.38
29;BA;2021;0.34
31;MG;2021;0.44
33;RJ;2021;0.36
35;SP;2021;0.37
21;MA;2021;0.4
11;RO;2021;0.6
41;PR;2021;0.61
42;SC;2021;0.74
43;RS;2021;1.44
50;MS;2021;0.66
22;PI;2021;0.76
23;CE;2021;0.4
24;RN;2021;0.33
53;DF;2021;0.8
52;GO;2021;0.72
51;MT;2021;0.92
11;RO;2022;0.6
43;RS;2022;1.51
15;PA;2022;0.33
25;PB;2022;0.3
12;AC;2022;0.22
27;AL;2022;0.33
16;AP;2022;0.23
13;AM;2022;0.26
29;BA;2022;0.34
23;CE;2022;0.26
53;DF;2022;0.73
41;PR;2022;0.8
26;PE;2022;0.27
22;PI;2022;0.49
33;RJ;2022;0.29
32;ES;2022;0.36
52;GO;2022;0.81
21;MA;2022;0.46
24;RN;2022;0.39
17;TO;2022;1.06
28;SE;2022;0.34
35;SP;2022;0.92
51;MT;2022;0.73
50;MS;2022;1
31;MG;2022;0.53
42;SC;2022;0.37
14;RR;2022;0
