cod;nome;ano;valor;;;
16;AP;2015;264;;;
29;BA;2015;5446;;;
23;CE;2015;2272;;;
53;DF;2015;598;;;
32;ES;2015;1168;;;
52;GO;2015;2263;;;
21;MA;2015;2118;;;
12;AC;2015;183;;;
43;RS;2015;656;;;
35;SP;2015;2537;;;
17;TO;2015;381;;;
28;SE;2015;1221;;;
42;SC;2015;203;;;
14;RR;2015;148;;;
11;RO;2015;446;;;
24;RN;2015;1283;;;
33;RJ;2015;3517;;;
41;PR;2015;660;;;
22;PI;2015;544;;;
26;PE;2015;3373;;;
25;PB;2015;1306;;;
15;PA;2015;3375;;;
51;MT;2015;931;;;
50;MS;2015;405;;;
31;MG;2015;3300;;;
21;MA;2015;2118;;;
52;GO;2015;2263;;;
32;ES;2015;1168;;;
53;DF;2015;598;;;
23;CE;2015;2272;;;
29;BA;2015;5446;;;
16;AP;2015;264;;;
13;AM;2015;1338;;;
27;AL;2015;1656;;;
14;RR;2016;155;;;
21;MA;2016;2097;;;
31;MG;2016;3346;;;
50;MS;2016;415;;;
51;MT;2016;922;;;
15;PA;2016;3871;;;
25;PB;2016;1187;;;
26;PE;2016;3858;;;
22;PI;2016;606;;;
41;PR;2016;663;;;
33;RJ;2016;4363;;;
24;RN;2016;1553;;;
11;RO;2016;517;;;
43;RS;2016;757;;;
42;SC;2016;240;;;
28;SE;2016;1384;;;
35;SP;2016;2219;;;
17;TO;2016;456;;;
17;TO;2016;456;;;
35;SP;2016;2219;;;
28;SE;2016;1384;;;
42;SC;2016;240;;;
43;RS;2016;757;;;
14;RR;2016;155;;;
11;RO;2016;517;;;
24;RN;2016;1553;;;
33;RJ;2016;4363;;;
41;PR;2016;663;;;
22;PI;2016;606;;;
26;PE;2016;3858;;;
25;PB;2016;1187;;;
15;PA;2016;3871;;;
51;MT;2016;922;;;
50;MS;2016;415;;;
31;MG;2016;3346;;;
21;MA;2016;2097;;;
52;GO;2016;2349;;;
32;ES;2016;1024;;;
53;DF;2016;622;;;
23;CE;2016;2512;;;
29;BA;2016;6512;;;
16;AP;2016;362;;;
13;AM;2016;1324;;;
27;AL;2016;1757;;;
12;AC;2016;307;;;
12;AC;2016;307;;;
27;AL;2016;1757;;;
13;AM;2016;1324;;;
16;AP;2016;362;;;
29;BA;2016;6512;;;
23;CE;2016;2512;;;
53;DF;2016;622;;;
32;ES;2016;1024;;;
52;GO;2016;2349;;;
23;CE;2017;4905;;;
53;DF;2017;486;;;
52;GO;2017;2284;;;
51;MT;2017;850;;;
50;MS;2017;418;;;
43;RS;2017;833;;;
42;SC;2017;270;;;
41;PR;2017;680;;;
35;SP;2017;2168;;;
33;RJ;2017;4650;;;
32;ES;2017;1214;;;
31;MG;2017;3146;;;
29;BA;2017;6798;;;
28;SE;2017;1232;;;
27;AL;2017;1740;;;
26;PE;2017;4720;;;
25;PB;2017;1227;;;
24;RN;2017;1928;;;
22;PI;2017;549;;;
21;MA;2017;1968;;;
17;TO;2017;437;;;
16;AP;2017;351;;;
15;PA;2017;4144;;;
14;RR;2017;185;;;
13;AM;2017;1516;;;
12;AC;2017;428;;;
11;RO;2017;397;;;
43;RS;2017;833;;;
42;SC;2017;270;;;
41;PR;2017;680;;;
35;SP;2017;2168;;;
33;RJ;2017;4650;;;
32;ES;2017;1214;;;
31;MG;2017;3146;;;
29;BA;2017;6798;;;
28;SE;2017;1232;;;
27;AL;2017;1740;;;
26;PE;2017;4720;;;
25;PB;2017;1227;;;
24;RN;2017;1928;;;
23;CE;2017;4905;;;
22;PI;2017;549;;;
21;MA;2017;1968;;;
17;TO;2017;437;;;
16;AP;2017;351;;;
15;PA;2017;4144;;;
14;RR;2017;185;;;
13;AM;2017;1516;;;
12;AC;2017;428;;;
11;RO;2017;397;;;
50;MS;2017;418;;;
51;MT;2017;850;;;
52;GO;2017;2284;;;
53;DF;2017;486;;;
24;RN;2018;1594;;;
21;MA;2018;1767;;;
17;TO;2018;466;;;
16;AP;2018;389;;;
15;PA;2018;4113;;;
14;RR;2018;308;;;
13;AM;2018;1410;;;
12;AC;2018;350;;;
11;RO;2018;351;;;
25;PB;2018;1156;;;
26;PE;2018;3578;;;
27;AL;2018;1175;;;
53;DF;2018;408;;;
52;GO;2018;2086;;;
51;MT;2018;766;;;
50;MS;2018;358;;;
43;RS;2018;673;;;
42;SC;2018;174;;;
41;PR;2018;670;;;
35;SP;2018;1747;;;
33;RJ;2018;4705;;;
32;ES;2018;964;;;
31;MG;2018;2506;;;
29;BA;2018;6089;;;
28;SE;2018;1079;;;
27;AL;2018;1175;;;
22;PI;2018;531;;;
26;PE;2018;3578;;;
25;PB;2018;1156;;;
24;RN;2018;1594;;;
23;CE;2018;4477;;;
11;RO;2018;351;;;
12;AC;2018;350;;;
13;AM;2018;1410;;;
14;RR;2018;308;;;
15;PA;2018;4113;;;
50;MS;2018;358;;;
51;MT;2018;766;;;
52;GO;2018;2086;;;
53;DF;2018;408;;;
16;AP;2018;389;;;
28;SE;2018;1079;;;
29;BA;2018;6089;;;
31;MG;2018;2506;;;
32;ES;2018;964;;;
33;RJ;2018;4705;;;
35;SP;2018;1747;;;
41;PR;2018;670;;;
42;SC;2018;174;;;
43;RS;2018;673;;;
17;TO;2018;466;;;
21;MA;2018;1767;;;
22;PI;2018;531;;;
23;CE;2018;4477;;;
13;AM;2019;1377;;;
16;AP;2019;347;;;
17;TO;2019;369;;;
21;MA;2019;1498;;;
22;PI;2019;489;;;
23;CE;2019;2235;;;
24;RN;2019;1194;;;
25;PB;2019;853;;;
26;PE;2019;2908;;;
27;AL;2019;1082;;;
28;SE;2019;934;;;
29;BA;2019;5622;;;
31;MG;2019;2145;;;
32;ES;2019;875;;;
33;RJ;2019;2568;;;
35;SP;2019;1684;;;
53;DF;2019;375;;;
52;GO;2019;1742;;;
51;MT;2019;696;;;
50;MS;2019;306;;;
43;RS;2019;515;;;
42;SC;2019;189;;;
41;PR;2019;599;;;
35;SP;2019;1684;;;
33;RJ;2019;2568;;;
31;MG;2019;2145;;;
29;BA;2019;5622;;;
28;SE;2019;934;;;
27;AL;2019;1082;;;
26;PE;2019;2908;;;
24;RN;2019;1194;;;
23;CE;2019;2235;;;
22;PI;2019;489;;;
21;MA;2019;1498;;;
17;TO;2019;369;;;
16;AP;2019;347;;;
15;PA;2019;3093;;;
14;RR;2019;167;;;
13;AM;2019;1377;;;
12;AC;2019;277;;;
11;RO;2019;327;;;
41;PR;2019;599;;;
42;SC;2019;189;;;
43;RS;2019;515;;;
50;MS;2019;306;;;
51;MT;2019;696;;;
52;GO;2019;1742;;;
53;DF;2019;375;;;
25;PB;2019;853;;;
32;ES;2019;875;;;
15;PA;2019;3093;;;
14;RR;2019;167;;;
12;AC;2019;277;;;
11;RO;2019;327;;;
26;PE;2020;3221;;;
12;AC;2020;253;;;
13;AM;2020;1159;;;
14;RR;2020;166;;;
15;PA;2020;2547;;;
16;AP;2020;366;;;
17;TO;2020;399;;;
21;MA;2020;1860;;;
22;PI;2020;562;;;
23;CE;2020;3752;;;
24;RN;2020;1236;;;
25;PB;2020;1004;;;
11;RO;2020;350;;;
33;RJ;2020;3606;;;
35;SP;2020;1651;;;
41;PR;2020;744;;;
42;SC;2020;186;;;
32;ES;2020;943;;;
31;MG;2020;1955;;;
29;BA;2020;6511;;;
28;SE;2020;928;;;
27;AL;2020;1253;;;
53;DF;2020;326;;;
52;GO;2020;1687;;;
51;MT;2020;770;;;
50;MS;2020;316;;;
43;RS;2020;523;;;
22;PI;2021;664;;;
21;MA;2021;1754;;;
17;TO;2021;355;;;
35;SP;2021;1505;;;
16;AP;2021;446;;;
15;PA;2021;2611;;;
14;RR;2021;193;;;
13;AM;2021;1616;;;
12;AC;2021;184;;;
25;PB;2021;990;;;
26;PE;2021;2836;;;
27;AL;2021;1044;;;
11;RO;2021;395;;;
50;MS;2021;388;;;
43;RS;2021;456;;;
41;PR;2021;921;;;
42;SC;2021;172;;;
28;SE;2021;742;;;
29;BA;2021;6703;;;
31;MG;2021;1847;;;
32;ES;2021;963;;;
33;RJ;2021;3500;;;
51;MT;2021;672;;;
52;GO;2021;1401;;;
53;DF;2021;304;;;
24;RN;2021;1055;;;
23;CE;2021;3205;;;
24;RN;2022;1029;;;
51;MT;2022;821;;;
52;GO;2022;1330;;;
53;DF;2022;269;;;
23;CE;2022;2781;;;
22;PI;2022;693;;;
21;MA;2022;1740;;;
17;TO;2022;376;;;
16;AP;2022;344;;;
15;PA;2022;2622;;;
14;RR;2022;166;;;
13;AM;2022;1553;;;
12;AC;2022;201;;;
11;RO;2022;460;;;
25;PB;2022;906;;;
26;PE;2022;2842;;;
27;AL;2022;1101;;;
28;SE;2022;728;;;
29;BA;2022;6259;;;
31;MG;2022;1967;;;
32;ES;2022;917;;;
33;RJ;2022;2817;;;
35;SP;2022;1574;;;
41;PR;2022;1048;;;
42;SC;2022;153;;;
43;RS;2022;491;;;
50;MS;2022;343;;;
43;RS;2023;506;;;
15;PA;2023;2274;;;
25;PB;2023;903;;;
26;PE;2023;2813;;;
22;PI;2023;677;;;
41;PR;2023;774;;;
33;RJ;2023;3101;;;
24;RN;2023;815;;;
11;RO;2023;423;;;
14;RR;2023;128;;;
17;TO;2023;372;;;
35;SP;2023;1442;;;
28;SE;2023;645;;;
12;AC;2023;184;;;
27;AL;2023;1120;;;
13;AM;2023;1381;;;
16;AP;2023;377;;;
29;BA;2023;5354;;;
23;CE;2023;2693;;;
53;DF;2023;240;;;
32;ES;2023;921;;;
52;GO;2023;1114;;;
21;MA;2023;1691;;;
31;MG;2023;2028;;;
50;MS;2023;311;;;
51;MT;2023;888;;;
42;SC;2023;179;;;
