cod;nome;ano;valor;;
22;PI;2009;354;;
21;MA;2009;1311;;
17;TO;2009;258;;
16;AP;2009;178;;
15;PA;2009;2802;;
14;RR;2009;94;;
13;AM;2009;849;;
12;AC;2009;137;;
11;RO;2009;486;;
12;AC;2010;146;;
13;AM;2010;1017;;
14;RR;2010;110;;
15;PA;2010;3286;;
16;AP;2010;244;;
17;TO;2010;293;;
21;MA;2010;1402;;
22;PI;2010;371;;
23;CE;2010;2515;;
24;RN;2010;739;;
25;PB;2010;1336;;
26;PE;2010;3226;;
27;AL;2010;1950;;
28;SE;2010;633;;
29;BA;2010;5398;;
31;MG;2010;3236;;
32;ES;2010;1618;;
33;RJ;2010;5310;;
35;SP;2010;5355;;
41;PR;2010;3248;;
42;SC;2010;712;;
43;RS;2010;1856;;
50;MS;2010;579;;
51;MT;2010;890;;
52;GO;2010;1795;;
53;DF;2010;720;;
12;AC;2010;146;;
53;DF;2010;720;;
52;GO;2010;1795;;
51;MT;2010;890;;
50;MS;2010;579;;
43;RS;2010;1856;;
42;SC;2010;712;;
41;PR;2010;3248;;
35;SP;2010;5355;;
33;RJ;2010;5310;;
32;ES;2010;1618;;
31;MG;2010;3236;;
29;BA;2010;5398;;
28;SE;2010;633;;
27;AL;2010;1950;;
26;PE;2010;3226;;
25;PB;2010;1336;;
24;RN;2010;739;;
23;CE;2010;2515;;
22;PI;2010;371;;
21;MA;2010;1402;;
17;TO;2010;293;;
16;AP;2010;244;;
15;PA;2010;3286;;
14;RR;2010;110;;
13;AM;2010;1017;;
11;RO;2010;508;;
11;RO;2010;508;;
52;GO;2011;2005;;
50;MS;2011;595;;
43;RS;2011;1869;;
42;SC;2011;737;;
41;PR;2011;3086;;
35;SP;2011;5257;;
33;RJ;2011;4403;;
32;ES;2011;1505;;
31;MG;2011;3804;;
29;BA;2011;5089;;
28;SE;2011;671;;
27;AL;2011;2106;;
26;PE;2011;3202;;
25;PB;2011;1474;;
24;RN;2011;978;;
23;CE;2011;2603;;
22;PI;2011;408;;
21;MA;2011;1460;;
17;TO;2011;311;;
16;AP;2011;190;;
11;RO;2011;401;;
15;PA;2011;2881;;
14;RR;2011;84;;
13;AM;2011;1210;;
12;AC;2011;146;;
53;DF;2011;823;;
11;RO;2011;401;;
12;AC;2011;146;;
13;AM;2011;1210;;
14;RR;2011;84;;
15;PA;2011;2881;;
16;AP;2011;190;;
17;TO;2011;311;;
21;MA;2011;1460;;
22;PI;2011;408;;
23;CE;2011;2603;;
24;RN;2011;978;;
25;PB;2011;1474;;
26;PE;2011;3202;;
27;AL;2011;2106;;
28;SE;2011;671;;
29;BA;2011;5089;;
31;MG;2011;3804;;
32;ES;2011;1505;;
33;RJ;2011;4403;;
35;SP;2011;5257;;
41;PR;2011;3086;;
42;SC;2011;737;;
43;RS;2011;1869;;
50;MS;2011;595;;
51;MT;2011;920;;
52;GO;2011;2005;;
53;DF;2011;823;;
51;MT;2011;920;;
17;TO;2012;330;;
13;AM;2012;1225;;
14;RR;2012;126;;
15;PA;2012;2993;;
16;AP;2012;236;;
17;TO;2012;330;;
21;MA;2012;1662;;
22;PI;2012;479;;
23;CE;2012;3621;;
24;RN;2012;1060;;
25;PB;2012;1388;;
26;PE;2012;3106;;
27;AL;2012;1913;;
28;SE;2012;817;;
29;BA;2012;5702;;
31;MG;2012;4100;;
32;ES;2012;1504;;
33;RJ;2012;4386;;
35;SP;2012;5920;;
41;PR;2012;3162;;
42;SC;2012;717;;
43;RS;2012;2135;;
50;MS;2012;606;;
51;MT;2012;972;;
52;GO;2012;2540;;
53;DF;2012;875;;
11;RO;2012;475;;
12;AC;2012;192;;
13;AM;2012;1225;;
14;RR;2012;126;;
15;PA;2012;2993;;
16;AP;2012;236;;
21;MA;2012;1662;;
22;PI;2012;479;;
23;CE;2012;3621;;
24;RN;2012;1060;;
25;PB;2012;1388;;
26;PE;2012;3106;;
27;AL;2012;1913;;
28;SE;2012;817;;
29;BA;2012;5702;;
31;MG;2012;4100;;
32;ES;2012;1504;;
33;RJ;2012;4386;;
35;SP;2012;5920;;
41;PR;2012;3162;;
42;SC;2012;717;;
43;RS;2012;2135;;
50;MS;2012;606;;
51;MT;2012;972;;
52;GO;2012;2540;;
53;DF;2012;875;;
11;RO;2012;475;;
12;AC;2012;192;;
12;AC;2013;202;;
13;AM;2013;1095;;
14;RR;2013;178;;
15;PA;2013;3157;;
16;AP;2013;206;;
17;TO;2013;307;;
21;MA;2013;2031;;
22;PI;2013;549;;
23;CE;2013;4195;;
24;RN;2013;1357;;
25;PB;2013;1424;;
26;PE;2013;2867;;
27;AL;2013;2005;;
28;SE;2013;908;;
29;BA;2013;5260;;
31;MG;2013;4286;;
32;ES;2013;1451;;
33;RJ;2013;4687;;
35;SP;2013;5403;;
41;PR;2013;2653;;
42;SC;2013;686;;
43;RS;2013;2108;;
50;MS;2013;555;;
51;MT;2013;1064;;
52;GO;2013;2698;;
53;DF;2013;759;;
11;RO;2013;431;;
11;RO;2013;431;;
53;DF;2013;759;;
52;GO;2013;2698;;
51;MT;2013;1064;;
50;MS;2013;555;;
43;RS;2013;2108;;
42;SC;2013;686;;
41;PR;2013;2653;;
35;SP;2013;5403;;
33;RJ;2013;4687;;
32;ES;2013;1451;;
31;MG;2013;4286;;
29;BA;2013;5260;;
28;SE;2013;908;;
27;AL;2013;2005;;
26;PE;2013;2867;;
25;PB;2013;1424;;
24;RN;2013;1357;;
23;CE;2013;4195;;
22;PI;2013;549;;
21;MA;2013;2031;;
17;TO;2013;307;;
16;AP;2013;206;;
15;PA;2013;3157;;
14;RR;2013;178;;
13;AM;2013;1095;;
12;AC;2013;202;;
52;GO;2014;2591;;
51;MT;2014;1247;;
50;MS;2014;615;;
43;RS;2014;2474;;
42;SC;2014;794;;
41;PR;2014;2694;;
35;SP;2014;5561;;
33;RJ;2014;5196;;
32;ES;2014;1469;;
31;MG;2014;4319;;
29;BA;2014;5659;;
28;SE;2014;1023;;
27;AL;2014;1960;;
26;PE;2014;3113;;
25;PB;2014;1433;;
24;RN;2014;1500;;
23;CE;2014;4341;;
22;PI;2014;654;;
21;MA;2014;2307;;
17;TO;2014;342;;
16;AP;2014;236;;
15;PA;2014;3189;;
14;RR;2014;133;;
13;AM;2014;1159;;
12;AC;2014;212;;
11;RO;2014;521;;
11;RO;2014;521;;
51;MT;2014;1247;;
50;MS;2014;615;;
43;RS;2014;2474;;
42;SC;2014;794;;
41;PR;2014;2694;;
35;SP;2014;5561;;
33;RJ;2014;5196;;
32;ES;2014;1469;;
31;MG;2014;4319;;
29;BA;2014;5659;;
28;SE;2014;1023;;
27;AL;2014;1960;;
26;PE;2014;3113;;
25;PB;2014;1433;;
24;RN;2014;1500;;
23;CE;2014;4341;;
22;PI;2014;654;;
21;MA;2014;2307;;
17;TO;2014;342;;
16;AP;2014;236;;
15;PA;2014;3189;;
14;RR;2014;133;;
13;AM;2014;1159;;
12;AC;2014;212;;
53;DF;2014;783;;
52;GO;2014;2591;;
53;DF;2014;783;;
41;PR;2015;2691;;
53;DF;2015;682;;
52;GO;2015;2734;;
51;MT;2015;1082;;
50;MS;2015;576;;
43;RS;2015;2660;;
42;SC;2015;860;;
35;SP;2015;4860;;
33;RJ;2015;4651;;
32;ES;2015;1308;;
31;MG;2015;4114;;
29;BA;2015;5619;;
28;SE;2015;1233;;
27;AL;2015;1653;;
26;PE;2015;3606;;
25;PB;2015;1406;;
24;RN;2015;1453;;
23;CE;2015;3909;;
22;PI;2015;582;;
21;MA;2015;2286;;
17;TO;2015;454;;
16;AP;2015;275;;
15;PA;2015;3401;;
14;RR;2015;174;;
13;AM;2015;1357;;
12;AC;2015;198;;
11;RO;2015;537;;
11;RO;2015;537;;
12;AC;2015;198;;
13;AM;2015;1357;;
14;RR;2015;174;;
15;PA;2015;3401;;
16;AP;2015;275;;
17;TO;2015;454;;
21;MA;2015;2286;;
22;PI;2015;582;;
23;CE;2015;3909;;
24;RN;2015;1453;;
25;PB;2015;1406;;
26;PE;2015;3606;;
27;AL;2015;1653;;
28;SE;2015;1233;;
29;BA;2015;5619;;
31;MG;2015;4114;;
32;ES;2015;1308;;
33;RJ;2015;4651;;
35;SP;2015;4860;;
41;PR;2015;2691;;
42;SC;2015;860;;
43;RS;2015;2660;;
50;MS;2015;576;;
51;MT;2015;1082;;
52;GO;2015;2734;;
53;DF;2015;682;;
53;DF;2016;696;;
53;DF;2016;696;;
52;GO;2016;2789;;
51;MT;2016;1074;;
50;MS;2016;591;;
43;RS;2016;2913;;
42;SC;2016;877;;
41;PR;2016;2841;;
35;SP;2016;4358;;
33;RJ;2016;5569;;
32;ES;2016;1166;;
31;MG;2016;4246;;
29;BA;2016;6728;;
28;SE;2016;1404;;
27;AL;2016;1718;;
26;PE;2016;4160;;
25;PB;2016;1248;;
24;RN;2016;1754;;
23;CE;2016;3424;;
22;PI;2016;650;;
21;MA;2016;2247;;
17;TO;2016;532;;
16;AP;2016;364;;
15;PA;2016;3921;;
14;RR;2016;179;;
13;AM;2016;1335;;
12;AC;2016;340;;
11;RO;2016;649;;
11;RO;2016;649;;
12;AC;2016;340;;
13;AM;2016;1335;;
14;RR;2016;179;;
15;PA;2016;3921;;
16;AP;2016;364;;
17;TO;2016;532;;
21;MA;2016;2247;;
22;PI;2016;650;;
23;CE;2016;3424;;
24;RN;2016;1754;;
25;PB;2016;1248;;
26;PE;2016;4160;;
27;AL;2016;1718;;
28;SE;2016;1404;;
29;BA;2016;6728;;
31;MG;2016;4246;;
32;ES;2016;1166;;
33;RJ;2016;5569;;
35;SP;2016;4358;;
41;PR;2016;2841;;
42;SC;2016;877;;
43;RS;2016;2913;;
50;MS;2016;591;;
51;MT;2016;1074;;
52;GO;2016;2789;;
52;GO;2017;2638;;
11;RO;2017;491;;
12;AC;2017;481;;
13;AM;2017;1559;;
14;RR;2017;221;;
15;PA;2017;4255;;
16;AP;2017;356;;
17;TO;2017;517;;
21;MA;2017;2051;;
22;PI;2017;573;;
23;CE;2017;5059;;
24;RN;2017;2054;;
25;PB;2017;1253;;
26;PE;2017;5104;;
27;AL;2017;1702;;
28;SE;2017;1236;;
29;BA;2017;6986;;
31;MG;2017;3911;;
32;ES;2017;1369;;
33;RJ;2017;5956;;
35;SP;2017;4134;;
41;PR;2017;2511;;
42;SC;2017;957;;
43;RS;2017;3014;;
50;MS;2017;597;;
51;MT;2017;1010;;
53;DF;2017;564;;
11;RO;2017;491;;
12;AC;2017;481;;
13;AM;2017;1559;;
14;RR;2017;221;;
15;PA;2017;4255;;
16;AP;2017;356;;
17;TO;2017;517;;
21;MA;2017;2051;;
22;PI;2017;573;;
23;CE;2017;5059;;
24;RN;2017;2054;;
25;PB;2017;1253;;
26;PE;2017;5104;;
27;AL;2017;1702;;
28;SE;2017;1236;;
29;BA;2017;6986;;
31;MG;2017;3911;;
32;ES;2017;1369;;
33;RJ;2017;5956;;
35;SP;2017;4134;;
41;PR;2017;2511;;
42;SC;2017;957;;
43;RS;2017;3014;;
50;MS;2017;597;;
51;MT;2017;1010;;
52;GO;2017;2638;;
53;DF;2017;564;;
53;DF;2018;473;;
53;DF;2018;473;;
52;GO;2018;2448;;
51;MT;2018;901;;
50;MS;2018;506;;
43;RS;2018;2441;;
42;SC;2018;751;;
41;PR;2018;2232;;
35;SP;2018;3269;;
33;RJ;2018;6013;;
32;ES;2018;1063;;
31;MG;2018;3022;;
29;BA;2018;6351;;
28;SE;2018;1093;;
27;AL;2018;1374;;
26;PE;2018;3942;;
25;PB;2018;1161;;
24;RN;2018;1723;;
23;CE;2018;4425;;
22;PI;2018;565;;
21;MA;2018;1856;;
17;TO;2018;520;;
16;AP;2018;411;;
15;PA;2018;4185;;
14;RR;2018;360;;
13;AM;2018;1415;;
12;AC;2018;374;;
11;RO;2018;432;;
51;MT;2018;901;;
50;MS;2018;506;;
43;RS;2018;2441;;
42;SC;2018;751;;
41;PR;2018;2232;;
35;SP;2018;3269;;
33;RJ;2018;6013;;
32;ES;2018;1063;;
31;MG;2018;3022;;
29;BA;2018;6351;;
28;SE;2018;1093;;
27;AL;2018;1374;;
26;PE;2018;3942;;
25;PB;2018;1161;;
24;RN;2018;1723;;
23;CE;2018;4425;;
22;PI;2018;565;;
21;MA;2018;1856;;
17;TO;2018;520;;
16;AP;2018;411;;
15;PA;2018;4185;;
14;RR;2018;360;;
13;AM;2018;1415;;
12;AC;2018;374;;
11;RO;2018;432;;
52;GO;2018;2448;;
53;DF;2019;425;;
11;RO;2019;401;;
12;AC;2019;290;;
13;AM;2019;1472;;
14;RR;2019;201;;
15;PA;2019;3155;;
16;AP;2019;342;;
17;TO;2019;420;;
21;MA;2019;1584;;
22;PI;2019;520;;
23;CE;2019;2196;;
24;RN;2019;1248;;
25;PB;2019;880;;
26;PE;2019;3265;;
27;AL;2019;1025;;
28;SE;2019;920;;
29;BA;2019;5717;;
31;MG;2019;2598;;
32;ES;2019;946;;
33;RJ;2019;3316;;
35;SP;2019;2954;;
41;PR;2019;1891;;
42;SC;2019;653;;
43;RS;2019;1946;;
50;MS;2019;430;;
51;MT;2019;808;;
52;GO;2019;2089;;
53;DF;2019;425;;
11;RO;2019;401;;
12;AC;2019;290;;
13;AM;2019;1472;;
14;RR;2019;201;;
15;PA;2019;3155;;
16;AP;2019;342;;
17;TO;2019;420;;
21;MA;2019;1584;;
22;PI;2019;520;;
23;CE;2019;2196;;
24;RN;2019;1248;;
25;PB;2019;880;;
26;PE;2019;3265;;
27;AL;2019;1025;;
28;SE;2019;920;;
29;BA;2019;5717;;
31;MG;2019;2598;;
32;ES;2019;946;;
33;RJ;2019;3316;;
35;SP;2019;2954;;
41;PR;2019;1891;;
42;SC;2019;653;;
43;RS;2019;1946;;
50;MS;2019;430;;
51;MT;2019;808;;
52;GO;2019;2089;;
11;RO;2020;402;;
53;DF;2020;418;;
52;GO;2020;2040;;
51;MT;2020;878;;
50;MS;2020;420;;
43;RS;2020;1876;;
42;SC;2020;646;;
41;PR;2020;2083;;
35;SP;2020;2998;;
33;RJ;2020;4483;;
32;ES;2020;1122;;
31;MG;2020;2473;;
29;BA;2020;6627;;
28;SE;2020;938;;
27;AL;2020;1203;;
26;PE;2020;3558;;
25;PB;2020;1047;;
24;RN;2020;1324;;
23;CE;2020;3672;;
22;PI;2020;615;;
21;MA;2020;1961;;
17;TO;2020;448;;
16;AP;2020;365;;
15;PA;2020;2605;;
14;RR;2020;199;;
13;AM;2020;1241;;
12;AC;2020;273;;
11;RO;2021;482;;
52;GO;2021;1664;;
51;MT;2021;806;;
50;MS;2021;484;;
43;RS;2021;1656;;
42;SC;2021;620;;
41;PR;2021;2149;;
35;SP;2021;2742;;
33;RJ;2021;4381;;
32;ES;2021;1127;;
31;MG;2021;2327;;
29;BA;2021;6740;;
28;SE;2021;751;;
27;AL;2021;1005;;
26;PE;2021;3191;;
25;PB;2021;1061;;
24;RN;2021;1109;;
23;CE;2021;3135;;
22;PI;2021;695;;
21;MA;2021;1868;;
17;TO;2021;401;;
16;AP;2021;443;;
15;PA;2021;2627;;
14;RR;2021;238;;
13;AM;2021;1679;;
12;AC;2021;176;;
53;DF;2021;355;;
12;AC;2022;213;;
13;AM;2022;1651;;
14;RR;2022;200;;
15;PA;2022;2687;;
16;AP;2022;342;;
17;TO;2022;424;;
21;MA;2022;1808;;
22;PI;2022;723;;
23;CE;2022;2755;;
24;RN;2022;1092;;
25;PB;2022;1021;;
26;PE;2022;3173;;
27;AL;2022;1059;;
28;SE;2022;734;;
29;BA;2022;6359;;
31;MG;2022;2425;;
32;ES;2022;1042;;
33;RJ;2022;3496;;
35;SP;2022;2833;;
41;PR;2022;2357;;
42;SC;2022;578;;
43;RS;2022;1714;;
50;MS;2022;479;;
51;MT;2022;968;;
52;GO;2022;1537;;
53;DF;2022;321;;
11;RO;2022;536;;
13;AM;2023;1446;;
12;AC;2023;191;;
17;TO;2023;400;;
35;SP;2023;2473;;
28;SE;2023;646;;
42;SC;2023;531;;
43;RS;2023;1744;;
14;RR;2023;177;;
11;RO;2023;473;;
24;RN;2023;845;;
33;RJ;2023;3410;;
41;PR;2023;1734;;
22;PI;2023;676;;
26;PE;2023;3451;;
25;PB;2023;994;;
15;PA;2023;2320;;
51;MT;2023;1034;;
50;MS;2023;457;;
31;MG;2023;2463;;
21;MA;2023;1809;;
52;GO;2023;1323;;
32;ES;2023;1083;;
53;DF;2023;274;;
23;CE;2023;2722;;
29;BA;2023;5340;;
16;AP;2023;369;;
27;AL;2023;1074;;
